Дата,Время,Цена
2025-03-08,02:48:00,150000000
2025-03-08,04:48:00,151000000
2025-03-08,06:48:00,154000000
2025-03-08,08:48:00,157000000
2025-03-08,10:48:00,154000000
2025-03-08,12:48:00,152000000
2025-03-08,14:48:00,154000000
2025-03-08,16:48:00,154000000
2025-03-08,18:48:00,154000000
2025-03-08,20:48:00,156000000
2025-03-08,22:48:00,155000000
2025-03-08,00:48:00,158000000
