Дата,Время,Цена
2025-03-08,03:06:29,352000000
2025-03-08,05:06:29,359000000
2025-03-08,07:06:29,370000000
2025-03-08,09:06:29,379000000
2025-03-08,11:06:29,386000000
2025-03-08,13:06:29,402000000
2025-03-08,15:06:29,416000000
2025-03-08,17:06:29,419000000
2025-03-08,19:06:29,427000000
2025-03-08,21:06:29,418000000
2025-03-08,23:06:29,426000000
2025-03-08,01:06:29,425000000
