Дата,Время,Цена
2025-03-08,03:05:22,1640000000
2025-03-08,05:05:22,1610000000
2025-03-08,07:05:22,1610000000
2025-03-08,09:05:22,1620000000
2025-03-08,11:05:22,1650000000
2025-03-08,13:05:22,1600000000
2025-03-08,15:05:22,1620000000
2025-03-08,17:05:22,1640000000
2025-03-08,19:05:22,1700000000
2025-03-08,21:05:22,1770000000
2025-03-08,23:05:22,1820000000
2025-03-08,01:05:22,1790000000
