Дата,Время,Цена
2025-03-08,02:58:56,30600000
2025-03-08,04:58:56,31100000
2025-03-08,06:58:56,32000000
2025-03-08,08:58:56,31900000
2025-03-08,10:58:56,30500000
2025-03-08,12:58:56,29100000
2025-03-08,14:58:56,29300000
2025-03-08,16:58:56,29900000
2025-03-08,18:58:56,30700000
2025-03-08,20:58:56,31600000
2025-03-08,22:58:56,32700000
2025-03-08,00:58:56,33700000
