Дата,Время,Цена
2025-03-08,02:53:48,60300000
2025-03-08,04:53:48,60800000
2025-03-08,06:53:48,61800000
2025-03-08,08:53:48,60300000
2025-03-08,10:53:48,60300000
2025-03-08,12:53:48,58900000
2025-03-08,14:53:48,59700000
2025-03-08,16:53:48,61000000
2025-03-08,18:53:48,62900000
2025-03-08,20:53:48,64400000
2025-03-08,22:53:48,65600000
2025-03-08,00:53:48,66800000
