Дата,Время,Цена
2025-03-08,03:05:35,49700000
2025-03-08,05:05:35,49600000
2025-03-08,07:05:35,49600000
2025-03-08,09:05:35,49500000
2025-03-08,11:05:35,51600000
2025-03-08,13:05:35,54000000
2025-03-08,15:05:35,56500000
2025-03-08,17:05:35,59200000
2025-03-08,19:05:35,62100000
2025-03-08,21:05:35,64800000
2025-03-08,23:05:35,66500000
2025-03-08,01:05:35,68100000
