Дата,Время,Цена
2025-03-08,03:05:26,2090000000
2025-03-08,05:05:26,2090000000
2025-03-08,07:05:26,1980000000
2025-03-08,09:05:26,1880000000
2025-03-08,11:05:26,1970000000
2025-03-08,13:05:26,2000000000
2025-03-08,15:05:26,2090000000
2025-03-08,17:05:26,2100000000
2025-03-08,19:05:26,2100000000
2025-03-08,21:05:26,2100000000
2025-03-08,23:05:26,2200000000
2025-03-08,01:05:26,2300000000
