Дата,Время,Цена
2025-03-08,03:05:52,112000000
2025-03-08,05:05:52,112000000
2025-03-08,07:05:52,110000000
2025-03-08,09:05:52,111000000
2025-03-08,11:05:52,115000000
2025-03-08,13:05:52,120000000
2025-03-08,15:05:52,125000000
2025-03-08,17:05:52,131000000
2025-03-08,19:05:52,136000000
2025-03-08,21:05:52,141000000
2025-03-08,23:05:52,146000000
2025-03-08,01:05:52,147000000
