Дата,Время,Цена
2025-03-08,02:53:06,32300000
2025-03-08,04:53:06,32900000
2025-03-08,06:53:06,34100000
2025-03-08,08:53:06,33700000
2025-03-08,10:53:06,33700000
2025-03-08,12:53:06,33100000
2025-03-08,14:53:06,33500000
2025-03-08,16:53:06,33900000
2025-03-08,18:53:06,34200000
2025-03-08,20:53:06,35000000
2025-03-08,22:53:06,36000000
2025-03-08,00:53:06,36700000
