Дата,Время,Цена
2025-03-08,03:05:25,315000000
2025-03-08,05:05:25,316000000
2025-03-08,07:05:25,315000000
2025-03-08,09:05:25,309000000
2025-03-08,11:05:25,323000000
2025-03-08,13:05:25,337000000
2025-03-08,15:05:25,351000000
2025-03-08,17:05:25,365000000
2025-03-08,19:05:25,377000000
2025-03-08,21:05:25,389000000
2025-03-08,23:05:25,382000000
2025-03-08,01:05:25,382000000
