Дата,Время,Цена
2025-03-08,03:01:55,76300000
2025-03-08,05:01:55,76800000
2025-03-08,07:01:55,77200000
2025-03-08,09:01:55,77000000
2025-03-08,11:01:55,76900000
2025-03-08,13:01:55,75900000
2025-03-08,15:01:55,76700000
2025-03-08,17:01:55,78800000
2025-03-08,19:01:55,80200000
2025-03-08,21:01:55,82100000
2025-03-08,23:01:55,84200000
2025-03-08,01:01:55,85600000
